"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 06:00","2026","02","03","06:00","","-4.2","","-7.1","","80","","0.0","","","","","","","","100.41","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 07:00","2026","02","03","07:00","","-3.9","","-6.7","","80","","0.0","","","","","","","","100.41","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 08:00","2026","02","03","08:00","","-3.9","","-6.7","","81","","0.0","","","","","","","","100.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 09:00","2026","02","03","09:00","","-3.2","","-6.3","","79","","0.0","","","","","","","","100.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 10:00","2026","02","03","10:00","","-2.6","","-6.1","","77","","0.0","","","","","","","","100.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 11:00","2026","02","03","11:00","","-2.2","","-6.6","","71","","0.0","","","","","","","","100.40","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 12:00","2026","02","03","12:00","","-1.7","","-7.0","","67","","0.0","","","","","","","","100.38","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 13:00","2026","02","03","13:00","","-3.2","","-8.0","","69","","0.4","","","","","","","","100.43","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 14:00","2026","02","03","14:00","","-3.6","","-11.6","","54","","0.0","","","","","","","","100.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 15:00","2026","02","03","15:00","","-4.1","","-12.9","","50","","0.0","","","","","","","","100.50","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 16:00","2026","02","03","16:00","","-4.2","","-13.0","","50","","0.0","","","","","","","","100.56","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 17:00","2026","02","03","17:00","","-5.1","","-13.4","","52","","0.0","","","","","","","","100.64","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 18:00","2026","02","03","18:00","","-5.6","","-11.7","","62","","0.0","","","","","","","","100.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 19:00","2026","02","03","19:00","","-6.0","","-12.0","","62","","0.0","","","","","","","","100.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 20:00","2026","02","03","20:00","","-5.7","","-11.3","","64","","0.0","","","","","","","","100.74","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 21:00","2026","02","03","21:00","","-5.9","","-11.3","","66","","0.0","","","","","","","","100.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 22:00","2026","02","03","22:00","","-6.9","","-11.6","","69","","0.0","","","","","","","","100.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-03 23:00","2026","02","03","23:00","","-8.5","","-13.4","","68","","0.0","","","","","","","","100.84","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 00:00","2026","02","04","00:00","","-8.8","","-13.0","","71","","0.0","","","","","","","","100.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 01:00","2026","02","04","01:00","","-9.0","","-12.8","","74","","0.0","","","","","","","","100.93","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 02:00","2026","02","04","02:00","","-9.5","","-13.0","","76","","0.0","","","","","","","","100.99","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 03:00","2026","02","04","03:00","","-9.7","","-13.2","","75","","0.0","","","","","","","","101.02","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 04:00","2026","02","04","04:00","","-10.0","","-13.2","","78","","0.0","","","","","","","","101.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 05:00","2026","02","04","05:00","","-11.0","","-13.8","","79","","0.0","","","","","","","","101.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 06:00","2026","02","04","06:00","","-11.2","","-13.9","","80","","0.0","","","","","","","","101.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 07:00","2026","02","04","07:00","","-11.6","","-14.4","","80","","0.0","","","","","","","","101.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 08:00","2026","02","04","08:00","","-11.9","","-14.6","","80","","0.0","","","","","","","","101.23","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 09:00","2026","02","04","09:00","","-10.7","","-14.1","","76","","0.0","","","","","","","","101.30","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 10:00","2026","02","04","10:00","","-9.0","","-14.0","","67","","0.0","","","","","","","","101.30","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 11:00","2026","02","04","11:00","","-6.9","","-13.3","","60","","0.0","","","","","","","","101.33","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 12:00","2026","02","04","12:00","","-6.7","","-13.4","","59","","0.0","","","","","","","","101.31","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 13:00","2026","02","04","13:00","","-5.7","","-13.8","","53","","0.0","","","","","","","","101.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 14:00","2026","02","04","14:00","","-4.7","","-13.1","","52","","0.0","","","","","","","","101.20","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 15:00","2026","02","04","15:00","","-5.0","","-12.6","","55","","0.0","","","","","","","","101.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 16:00","2026","02","04","16:00","","-4.6","","-12.3","","55","","0.0","","","","","","","","101.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 17:00","2026","02","04","17:00","","-4.8","","-10.5","","64","","0.0","","","","","","","","101.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 18:00","2026","02","04","18:00","","-5.1","","-12.0","","58","","0.0","","","","","","","","101.13","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 19:00","2026","02","04","19:00","","-5.8","","-12.2","","61","","0.0","","","","","","","","101.16","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 20:00","2026","02","04","20:00","","-7.0","","-12.5","","65","","0.0","","","","","","","","101.17","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 21:00","2026","02","04","21:00","","-7.4","","-12.4","","67","","0.0","","","","","","","","101.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 22:00","2026","02","04","22:00","","-7.5","","-12.3","","68","","0.0","","","","","","","","101.09","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-04 23:00","2026","02","04","23:00","","-7.6","","-11.8","","71","","0.0","","","","","","","","101.01","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 00:00","2026","02","05","00:00","","-8.6","","-12.3","","75","","0.0","","","","","","","","100.98","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 01:00","2026","02","05","01:00","","-8.9","","-11.9","","79","","0.0","","","","","","","","100.97","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 02:00","2026","02","05","02:00","","-9.0","","-12.4","","76","","0.0","","","","","","","","100.94","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 03:00","2026","02","05","03:00","","-9.6","","-12.9","","77","","0.0","","","","","","","","100.90","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 04:00","2026","02","05","04:00","","-9.6","","-12.6","","79","","0.0","","","","","","","","100.87","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 05:00","2026","02","05","05:00","","-10.3","","-12.8","","82","","0.0","","","","","","","","100.84","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 06:00","2026","02","05","06:00","","-10.5","","-13.7","","77","","0.0","","","","","","","","100.81","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 07:00","2026","02","05","07:00","","-10.0","","-13.7","","75","","0.0","","","","","","","","100.78","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 08:00","2026","02","05","08:00","","-9.1","","-12.8","","74","","0.0","","","","","","","","100.74","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 09:00","2026","02","05","09:00","","-7.4","","-12.2","","68","","0.0","","","","","","","","100.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 10:00","2026","02","05","10:00","","-6.0","","-11.5","","65","","0.0","","","","","","","","100.64","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 11:00","2026","02","05","11:00","","-5.2","","-10.6","","66","","0.0","","","","","","","","100.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 12:00","2026","02","05","12:00","","-4.6","","-10.1","","65","","0.0","","","","","","","","100.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 13:00","2026","02","05","13:00","","-4.4","","-10.0","","65","","0.0","","","","","","","","100.44","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 14:00","2026","02","05","14:00","","-4.2","","-9.8","","65","","0.0","","","","","","","","100.34","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 15:00","2026","02","05","15:00","","-4.4","","-9.7","","66","","0.0","","","","","","","","100.26","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 16:00","2026","02","05","16:00","","-4.8","","-10.1","","66","","0.0","","","","","","","","100.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 17:00","2026","02","05","17:00","","-4.7","","-9.9","","67","","0.0","","","","","","","","100.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 18:00","2026","02","05","18:00","","-5.2","","-10.4","","67","","0.0","","","","","","","","100.05","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 19:00","2026","02","05","19:00","","-5.6","","-10.2","","70","","0.0","","","","","","","","100.00","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 20:00","2026","02","05","20:00","","-6.0","","-11.5","","65","","0.0","","","","","","","","99.96","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 21:00","2026","02","05","21:00","","-6.3","","-11.3","","67","","0.0","","","","","","","","99.90","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 22:00","2026","02","05","22:00","","-6.2","","-11.3","","68","","0.0","","","","","","","","99.86","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-05 23:00","2026","02","05","23:00","","-7.6","","-11.8","","72","","0.0","","","","","","","","99.84","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 00:00","2026","02","06","00:00","","-7.7","","-11.1","","76","","0.0","","","","","","","","99.70","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 01:00","2026","02","06","01:00","","-7.0","","-10.5","","76","","0.0","","","","","","","","99.61","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 02:00","2026","02","06","02:00","","-6.3","","-9.7","","77","","0.0","","","","","","","","99.53","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 03:00","2026","02","06","03:00","","-6.2","","-9.7","","76","","0.0","","","","","","","","99.44","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 04:00","2026","02","06","04:00","","-6.5","","-8.7","","84","","0.1","","","","","","","","99.30","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 05:00","2026","02","06","05:00","","-6.4","","-8.8","","83","","0.4","","","","","","","","99.19","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 06:00","2026","02","06","06:00","","-6.0","","-8.6","","82","","0.2","","","","","","","","99.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 07:00","2026","02","06","07:00","","-5.8","","-8.0","","84","","0.2","","","","","","","","99.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 08:00","2026","02","06","08:00","","-6.2","","-8.3","","84","","0.3","","","","","","","","99.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 09:00","2026","02","06","09:00","","-6.0","","-8.2","","85","","0.3","","","","","","","","99.01","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 10:00","2026","02","06","10:00","","-5.5","","-8.5","","80","","0.2","","","","","","","","98.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 11:00","2026","02","06","11:00","","-5.1","","-8.5","","77","","0.0","","","","","","","","98.91","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 12:00","2026","02","06","12:00","","-4.7","","-8.2","","77","","0.0","","","","","","","","98.84","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 13:00","2026","02","06","13:00","","-3.9","","-8.1","","72","","0.0","","","","","","","","98.75","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 14:00","2026","02","06","14:00","","-3.2","","-7.8","","70","","0.0","","","","","","","","98.70","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 15:00","2026","02","06","15:00","","-2.4","","-6.9","","71","","0.0","","","","","","","","98.69","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 16:00","2026","02","06","16:00","","-2.4","","-6.4","","74","","0.0","","","","","","","","98.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 17:00","2026","02","06","17:00","","-2.4","","-5.9","","77","","0.0","","","","","","","","98.67","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 18:00","2026","02","06","18:00","","-2.4","","-4.7","","85","","0.3","","","","","","","","98.70","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 19:00","2026","02","06","19:00","","-3.7","","-8.1","","71","","0.0","","","","","","","","98.84","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 20:00","2026","02","06","20:00","","-5.4","","-10.6","","67","","0.0","","","","","","","","98.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 21:00","2026","02","06","21:00","","-7.3","","-12.9","","64","","0.0","","","","","","","","99.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 22:00","2026","02","06","22:00","","-9.3","","-16.3","","57","","0.0","","","","","","","","99.22","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-06 23:00","2026","02","06","23:00","","-10.8","","-17.9","","56","","0.0","","","","","","","","99.36","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 00:00","2026","02","07","00:00","","-14.3","","-21.6","","54","","0.0","","","","","","","","99.61","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 01:00","2026","02","07","01:00","","-15.9","","-22.3","","58","","0.0","","","","","","","","99.81","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 02:00","2026","02","07","02:00","","-17.2","","-24.3","","54","","0.0","","","","","","","","100.00","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 03:00","2026","02","07","03:00","","-18.2","","-25.2","","54","","0.0","","","","","","","","100.13","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 04:00","2026","02","07","04:00","","-18.8","","-25.9","","54","","0.0","","","","","","","","100.26","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 05:00","2026","02","07","05:00","","-19.4","","-26.6","","53","","0.0","","","","","","","","100.39","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 06:00","2026","02","07","06:00","","-19.6","","-27.1","","51","","0.0","","","","","","","","100.53","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 07:00","2026","02","07","07:00","","-19.6","","-26.9","","52","","0.0","","","","","","","","100.65","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 08:00","2026","02","07","08:00","","-19.3","","-27.2","","50","","0.0","","","","","","","","100.74","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 09:00","2026","02","07","09:00","","-18.5","","-27.1","","47","","0.0","","","","","","","","100.78","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 10:00","2026","02","07","10:00","","-17.6","","-26.3","","46","","0.0","","","","","","","","100.86","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 11:00","2026","02","07","11:00","","-16.8","","-25.7","","46","","0.0","","","","","","","","100.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 12:00","2026","02","07","12:00","","-16.3","","-24.7","","48","","0.0","","","","","","","","100.86","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-02-07 13:00","2026","02","07","13:00","","-14.7","","-23.2","","48","","0.0","","","","","","","","100.84","","","","","","NA"
