"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 08:00","2026","01","02","08:00","","-6.6","","-10.8","","72","","0.0","","","","","","","","99.20","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 09:00","2026","01","02","09:00","","-6.5","","-10.4","","74","","0.0","","","","","","","","99.24","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 10:00","2026","01","02","10:00","","-5.8","","-10.2","","71","","0.0","","","","","","","","99.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 11:00","2026","01","02","11:00","","-5.0","","-10.5","","65","","0.0","","","","","","","","99.32","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 12:00","2026","01","02","12:00","","-3.8","","-11.4","","56","","0.0","","","","","","","","99.29","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 13:00","2026","01","02","13:00","","-3.9","","-13.5","","47","","0.0","","","","","","","","99.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 14:00","2026","01","02","14:00","","-3.6","","-13.6","","46","","0.0","","","","","","","","99.27","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 15:00","2026","01","02","15:00","","-3.9","","-14.8","","43","","0.0","","","","","","","","99.33","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 16:00","2026","01","02","16:00","","-4.1","","-14.3","","45","","0.0","","","","","","","","99.39","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 17:00","2026","01","02","17:00","","-4.7","","-14.7","","46","","0.0","","","","","","","","99.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 18:00","2026","01","02","18:00","","-4.9","","-13.4","","51","","0.0","","","","","","","","99.51","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 19:00","2026","01","02","19:00","","-5.3","","-13.5","","53","","0.0","","","","","","","","99.57","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 20:00","2026","01","02","20:00","","-5.8","","-11.8","","62","","0.0","","","","","","","","99.61","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 21:00","2026","01","02","21:00","","-5.7","","-11.1","","65","","0.0","","","","","","","","99.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 22:00","2026","01","02","22:00","","-5.7","","-11.8","","62","","0.0","","","","","","","","99.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-02 23:00","2026","01","02","23:00","","-5.7","","-12.6","","58","","0.0","","","","","","","","99.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 00:00","2026","01","03","00:00","","-5.7","","-12.4","","59","","0.0","","","","","","","","99.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 01:00","2026","01","03","01:00","","-5.6","","-12.4","","59","","0.0","","","","","","","","99.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 02:00","2026","01","03","02:00","","-5.8","","-11.8","","62","","0.0","","","","","","","","99.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 03:00","2026","01","03","03:00","","-5.8","","-11.5","","64","","0.0","","","","","","","","99.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 04:00","2026","01","03","04:00","","-5.5","","-11.3","","63","","0.0","","","","","","","","99.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 05:00","2026","01","03","05:00","","-5.6","","-10.6","","67","","0.0","","","","","","","","99.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 06:00","2026","01","03","06:00","","-5.9","","-10.2","","71","","0.0","","","","","","","","99.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 07:00","2026","01","03","07:00","","-5.8","","-9.9","","73","","0.0","","","","","","","","99.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 08:00","2026","01","03","08:00","","-5.5","","-9.9","","71","","0.0","","","","","","","","99.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 09:00","2026","01","03","09:00","","-5.6","","-9.9","","72","","0.0","","","","","","","","99.93","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 10:00","2026","01","03","10:00","","-5.0","","-9.4","","72","","0.0","","","","","","","","99.98","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 11:00","2026","01","03","11:00","","-4.2","","-8.7","","71","","0.0","","","","","","","","100.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 12:00","2026","01","03","12:00","","-4.0","","-8.8","","69","","0.0","","","","","","","","99.98","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 13:00","2026","01","03","13:00","","-3.1","","-8.0","","69","","0.0","","","","","","","","99.94","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 14:00","2026","01","03","14:00","","-2.0","","-7.8","","64","","0.0","","","","","","","","99.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 15:00","2026","01","03","15:00","","-2.5","","-7.8","","67","","0.0","","","","","","","","99.97","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 16:00","2026","01","03","16:00","","-3.7","","-7.9","","72","","0.0","","","","","","","","100.02","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 17:00","2026","01","03","17:00","","-4.0","","-8.1","","73","","0.0","","","","","","","","100.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 18:00","2026","01","03","18:00","","-4.3","","-7.7","","77","","0.0","","","","","","","","100.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 19:00","2026","01","03","19:00","","-4.7","","-7.3","","82","","0.1","","","","","","","","100.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 20:00","2026","01","03","20:00","","-4.7","","-7.0","","84","","0.2","","","","","","","","100.07","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 21:00","2026","01","03","21:00","","-5.2","","-7.4","","85","","0.2","","","","","","","","100.05","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 22:00","2026","01","03","22:00","","-5.3","","-7.3","","85","","0.3","","","","","","","","100.07","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-03 23:00","2026","01","03","23:00","","-5.2","","-7.2","","86","","0.2","","","","","","","","100.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 00:00","2026","01","04","00:00","","-5.1","","-7.1","","86","","0.3","","","","","","","","100.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 01:00","2026","01","04","01:00","","-5.1","","-7.1","","86","","0.1","","","","","","","","100.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 02:00","2026","01","04","02:00","","-5.3","","-7.3","","86","","0.1","","","","","","","","100.09","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 03:00","2026","01","04","03:00","","-5.8","","-7.8","","86","","0.0","","","","","","","","100.16","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 04:00","2026","01","04","04:00","","-5.0","","-7.6","","82","","0.0","","","","","","","","100.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 05:00","2026","01","04","05:00","","-4.6","","-7.4","","81","","0.0","","","","","","","","100.16","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 06:00","2026","01","04","06:00","","-4.0","","-6.9","","80","","0.0","","","","","","","","100.23","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 07:00","2026","01","04","07:00","","-3.7","","-6.5","","81","","0.0","","","","","","","","100.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 08:00","2026","01","04","08:00","","-3.9","","-6.4","","82","","0.0","","","","","","","","100.34","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 09:00","2026","01","04","09:00","","-3.1","","-6.3","","78","","0.0","","","","","","","","100.39","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 10:00","2026","01","04","10:00","","-2.0","","-5.9","","74","","0.0","","","","","","","","100.43","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 11:00","2026","01","04","11:00","","-1.0","","-5.8","","70","","0.0","","","","","","","","100.50","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 12:00","2026","01","04","12:00","","-0.9","","-6.8","","64","","0.0","","","","","","","","100.47","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 13:00","2026","01","04","13:00","","-0.9","","-6.5","","66","","0.0","","","","","","","","100.44","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 14:00","2026","01","04","14:00","","-0.6","","-6.7","","63","","0.0","","","","","","","","100.44","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 15:00","2026","01","04","15:00","","-0.6","","-7.0","","62","","0.0","","","","","","","","100.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 16:00","2026","01","04","16:00","","-1.2","","-7.8","","61","","0.0","","","","","","","","100.59","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 17:00","2026","01","04","17:00","","-1.4","","-8.4","","59","","0.0","","","","","","","","100.63","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 18:00","2026","01","04","18:00","","-1.7","","-7.9","","62","","0.0","","","","","","","","100.70","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 19:00","2026","01","04","19:00","","-2.6","","-8.8","","62","","0.0","","","","","","","","100.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 20:00","2026","01","04","20:00","","-3.4","","-8.9","","66","","0.0","","","","","","","","100.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 21:00","2026","01","04","21:00","","-3.7","","-8.9","","67","","0.0","","","","","","","","100.77","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 22:00","2026","01","04","22:00","","-3.8","","-8.5","","70","","0.0","","","","","","","","100.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-04 23:00","2026","01","04","23:00","","-3.7","","-8.5","","69","","0.0","","","","","","","","100.77","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 00:00","2026","01","05","00:00","","-3.3","","-8.0","","70","","0.0","","","","","","","","100.69","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 01:00","2026","01","05","01:00","","-2.8","","-8.3","","66","","0.0","","","","","","","","100.67","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 02:00","2026","01","05","02:00","","-2.7","","-7.8","","68","","0.0","","","","","","","","100.65","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 03:00","2026","01","05","03:00","","-2.8","","-6.4","","76","","0.0","","","","","","","","100.65","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 04:00","2026","01","05","04:00","","-2.3","","-7.0","","70","","0.0","","","","","","","","100.54","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 05:00","2026","01","05","05:00","","-2.0","","-6.4","","72","","0.0","","","","","","","","100.41","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 06:00","2026","01","05","06:00","","-1.9","","-5.1","","79","","0.0","","","","","","","","100.30","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 07:00","2026","01","05","07:00","","-2.1","","-3.8","","88","","0.5","","","","","","","","100.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 08:00","2026","01","05","08:00","","-2.7","","-3.9","","91","","0.9","","","","","","","","100.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 09:00","2026","01","05","09:00","","-2.4","","-3.7","","91","","1.0","","","","","","","","100.05","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 10:00","2026","01","05","10:00","","-1.5","","-3.3","","88","","0.2","","","","","","","","100.00","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 11:00","2026","01","05","11:00","","-0.9","","-2.9","","86","","0.1","","","","","","","","99.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 12:00","2026","01","05","12:00","","-0.8","","-2.9","","86","","0.1","","","","","","","","99.77","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 13:00","2026","01","05","13:00","","0.0","","-3.0","","80","","0.0","","","","","","","","99.67","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 14:00","2026","01","05","14:00","","0.4","","-3.2","","77","","0.0","","","","","","","","99.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 15:00","2026","01","05","15:00","","0.8","","-2.9","","77","","0.0","","","","","","","","99.59","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 16:00","2026","01","05","16:00","","1.0","","-2.8","","76","","0.0","","","","","","","","99.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 17:00","2026","01","05","17:00","","0.9","","-3.1","","74","","0.0","","","","","","","","99.66","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 18:00","2026","01","05","18:00","","0.9","","-2.8","","76","","0.0","","","","","","","","99.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 19:00","2026","01","05","19:00","","0.7","","-2.4","","79","","0.0","","","","","","","","99.81","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 20:00","2026","01","05","20:00","","0.6","","-2.1","","82","","0.0","","","","","","","","99.84","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 21:00","2026","01","05","21:00","","0.8","","-2.1","","81","","0.0","","","","","","","","99.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 22:00","2026","01","05","22:00","","0.8","","-1.9","","83","","0.0","","","","","","","","99.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-05 23:00","2026","01","05","23:00","","0.5","","-1.9","","84","","0.0","","","","","","","","99.83","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 00:00","2026","01","06","00:00","","-0.1","","-1.9","","88","","0.0","","","","","","","","99.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 01:00","2026","01","06","01:00","","-1.0","","-2.6","","89","","0.0","","","","","","","","99.86","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 02:00","2026","01","06","02:00","","-0.7","","-2.1","","90","","0.0","","","","","","","","99.93","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 03:00","2026","01","06","03:00","","0.3","","-1.1","","90","","0.0","","","","","","","","99.92","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 04:00","2026","01","06","04:00","","-0.2","","-1.9","","88","","0.0","","","","","","","","99.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 05:00","2026","01","06","05:00","","-0.3","","-1.8","","90","","0.0","","","","","","","","99.81","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 06:00","2026","01","06","06:00","","0.2","","-1.0","","92","","0.0","","","","","","","","99.80","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 07:00","2026","01","06","07:00","","1.1","","0.0","","92","","0.0","","","","","","","","99.75","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 08:00","2026","01","06","08:00","","0.9","","-0.5","","90","","0.0","","","","","","","","99.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 09:00","2026","01","06","09:00","","0.8","","-0.5","","91","","0.0","","","","","","","","99.65","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 10:00","2026","01","06","10:00","","1.4","","-0.6","","86","","0.0","","","","","","","","99.60","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 11:00","2026","01","06","11:00","","1.3","","-0.1","","90","","0.0","","","","","","","","99.48","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 12:00","2026","01","06","12:00","","1.2","","-0.1","","91","","0.0","","","","","","","","99.38","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 13:00","2026","01","06","13:00","","0.7","","-0.2","","94","","0.0","","","","","","","","99.23","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 14:00","2026","01","06","14:00","","0.2","","-0.4","","96","","1.7","","","","","","","","99.05","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 15:00","2026","01","06","15:00","","0.1","","-0.7","","95","","1.2","","","","","","","","98.90","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 16:00","2026","01","06","16:00","","0.3","","-0.5","","95","","0.7","","","","","","","","98.81","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 17:00","2026","01","06","17:00","","0.8","","0.1","","95","","1.2","","","","","","","","98.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 18:00","2026","01","06","18:00","","1.2","","0.4","","95","","0.9","","","","","","","","98.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 19:00","2026","01","06","19:00","","1.1","","0.4","","95","","2.4","","","","","","","","98.69","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 20:00","2026","01","06","20:00","","1.1","","0.3","","94","","1.8","","","","","","","","98.60","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 21:00","2026","01","06","21:00","","1.2","","0.4","","94","","1.4","","","","","","","","98.54","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 22:00","2026","01","06","22:00","","1.3","","0.5","","94","","1.1","","","","","","","","98.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-06 23:00","2026","01","06","23:00","","1.2","","0.3","","94","","1.4","","","","","","","","98.54","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 00:00","2026","01","07","00:00","","1.3","","0.4","","94","","0.9","","","","","","","","98.58","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 01:00","2026","01","07","01:00","","0.8","","-0.1","","94","","0.4","","","","","","","","98.63","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 02:00","2026","01","07","02:00","","0.7","","-0.3","","93","","0.2","","","","","","","","98.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 03:00","2026","01","07","03:00","","0.7","","-0.4","","92","","0.1","","","","","","","","98.83","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 04:00","2026","01","07","04:00","","0.8","","-0.6","","90","","0.0","","","","","","","","98.92","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 05:00","2026","01","07","05:00","","0.8","","-0.4","","91","","0.1","","","","","","","","99.01","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 06:00","2026","01","07","06:00","","1.1","","-0.4","","89","","0.0","","","","","","","","99.11","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 07:00","2026","01","07","07:00","","1.4","","-0.2","","89","","0.0","","","","","","","","99.23","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 08:00","2026","01","07","08:00","","1.6","","-0.2","","88","","0.0","","","","","","","","99.34","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 09:00","2026","01","07","09:00","","2.2","","0.1","","86","","0.0","","","","","","","","99.44","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 10:00","2026","01","07","10:00","","2.8","","0.1","","82","","0.0","","","","","","","","99.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 11:00","2026","01","07","11:00","","3.0","","0.2","","82","","0.0","","","","","","","","99.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 12:00","2026","01","07","12:00","","3.1","","0.3","","82","","0.0","","","","","","","","99.66","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 13:00","2026","01","07","13:00","","3.4","","0.5","","81","","0.0","","","","","","","","99.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2026-01-07 14:00","2026","01","07","14:00","","3.6","","0.4","","80","","0.0","","","","","","","","99.65","","","","","","NA"
